CustomerID,CustomerName,CustomerSegment,City,State
C00170,Sanjay Verma,Premium,New Delhi,Delhi
C00171,Ananya Reddy,Consumer,Vijayawada,Andhra Pradesh
C00172,Rahul Joshi,Small Business,Patna,Bihar
C00173,Manish Verma,Consumer,Vijayawada,Andhra Pradesh
C00174,Vivaan Rao,Consumer,Patna,Bihar
C00175,Aditya Yadav,Small Business,Ahmedabad,Gujarat
C00176,Pooja Mehta,Small Business,Kolkata,West Bengal
C00177,Meera Gupta,Consumer,Bhubaneswar,Odisha
C00178,Manish Patel,Corporate,Patna,Bihar
C00179,Sanjay Verma,Consumer,Vijayawada,Andhra Pradesh
C00180,Rohan Iyer,Consumer,Bengaluru,Karnataka
C00181,Ananya Das,Corporate,Bhubaneswar,Odisha
C00182,Rohan Patel,Small Business,Raipur,Chhattisgarh
C00183,Vikram Mehta,Consumer,Lucknow,Uttar Pradesh
C00184,Meera Nair,Consumer,Indore,Madhya Pradesh
C00185,Rohan Joshi,Consumer,Chennai,Tamil Nadu
C00186,Pooja Reddy,Consumer,Indore,Madhya Pradesh
C00187,Meera Gupta,Premium,New Delhi,Delhi
C00188,Kavya Singh,Consumer,Patna,Bihar
C00189,Aditya Reddy,Premium,Lucknow,Uttar Pradesh
C00190,Sanjay Das,Corporate,Jaipur,Rajasthan
C00191,Kiran Verma,Consumer,Hyderabad,Telangana
C00192,Vikram Kumar,Consumer,Raipur,Chhattisgarh
C00193,Vivaan Rao,Consumer,Hyderabad,Telangana
C00194,Vikram Verma,Corporate,Kochi,Kerala
C00195,Vikram Verma,Premium,Indore,Madhya Pradesh
C00196,Nikhil Mehta,Corporate,Panaji,Goa
C00197,Rohan Rao,Consumer,Ranchi,Jharkhand
C00198,Neha Rao,Premium,Raipur,Chhattisgarh
C00199,Sneha Naidu,Corporate,Mumbai,Maharashtra
C00200,Kavya Iyer,Consumer,Bhubaneswar,Odisha
C00201,Rahul Singh,Consumer,Indore,Madhya Pradesh
C00202,Vikram Mishra,Consumer,Mumbai,Maharashtra
C00203,Neha Singh,Small Business,Hyderabad,Telangana
C00204,Kavya Verma,Consumer,Patna,Bihar
C00205,Nikhil Nair,Small Business,Ranchi,Jharkhand
C00206,Pooja Yadav,Small Business,Kolkata,West Bengal
C00207,Arjun Kumar,Consumer,New Delhi,Delhi
C00208,Ananya Iyer,Premium,Jaipur,Rajasthan
C00209,Sneha Yadav,Consumer,Patna,Bihar
C00210,Manish Naidu,Consumer,Panaji,Goa
C00211,Aarav Sharma,Consumer,Mumbai,Maharashtra
C00212,Nikhil Verma,Consumer,Vijayawada,Andhra Pradesh
C00213,Vikram Sharma,Consumer,Patna,Bihar
C00214,Kavya Gupta,Consumer,Bengaluru,Karnataka
C00215,Pooja Verma,Consumer,Raipur,Chhattisgarh
C00216,Priya Gupta,Consumer,Kochi,Kerala
C00217,Aarav Singh,Small Business,Chennai,Tamil Nadu
C00218,Arjun Sharma,Consumer,Chennai,Tamil Nadu
C00219,Priya Sharma,Consumer,Vijayawada,Andhra Pradesh
C00220,Neha Mehta,Small Business,Mumbai,Maharashtra
C00221,Rohan Patel,Consumer,Lucknow,Uttar Pradesh
C00222,Manish Verma,Corporate,Mumbai,Maharashtra
C00223,Rahul Das,Premium,Ahmedabad,Gujarat
C00224,Priya Sharma,Consumer,Mumbai,Maharashtra
C00225,Meera Patel,Consumer,Indore,Madhya Pradesh
C00226,Vikram Kumar,Premium,Chennai,Tamil Nadu
C00227,Aarav Yadav,Consumer,Hyderabad,Telangana
C00228,Arjun Reddy,Corporate,Kochi,Kerala
C00229,Rahul Reddy,Corporate,New Delhi,Delhi
C00230,Pooja Mishra,Consumer,Jaipur,Rajasthan
C00231,Sanjay Joshi,Consumer,Mumbai,Maharashtra
C00232,Sanjay Mehta,Small Business,Ludhiana,Punjab
C00233,Rohan Patel,Consumer,Mumbai,Maharashtra
C00234,Nikhil Nair,Premium,Raipur,Chhattisgarh
C00235,Kiran Das,Consumer,Hyderabad,Telangana
C00236,Sneha Mehta,Corporate,Patna,Bihar
C00237,Rahul Joshi,Consumer,Mumbai,Maharashtra
C00238,Ravi Reddy,Consumer,Panaji,Goa
C00239,Vikram Gupta,Consumer,Bhubaneswar,Odisha
C00240,Pooja Das,Small Business,Bengaluru,Karnataka
C00241,Meera Mishra,Small Business,Mumbai,Maharashtra
C00242,Aditya Nair,Consumer,Mumbai,Maharashtra
C00243,Aditya Iyer,Consumer,Bhubaneswar,Odisha
C00244,Ishita Joshi,Premium,Kolkata,West Bengal
C00245,Aarav Yadav,Premium,Vijayawada,Andhra Pradesh
C00246,Neha Nair,Consumer,Bengaluru,Karnataka
C00247,Sanjay Reddy,Corporate,Jaipur,Rajasthan
C00248,Arjun Nair,Consumer,Indore,Madhya Pradesh
C00249,Vivaan Verma,Consumer,Kolkata,West Bengal
C00250,Vikram Iyer,Small Business,Jaipur,Rajasthan
C00251,Aarav Sharma,Consumer,Kochi,Kerala
C00252,Ravi Mishra,Consumer,Jaipur,Rajasthan
C00253,Kavya Kumar,Consumer,Ludhiana,Punjab
C00254,Ishita Iyer,Small Business,Lucknow,Uttar Pradesh
C00255,Neha Singh,Premium,Bhubaneswar,Odisha
C00256,Aditya Gupta,Consumer,Bhubaneswar,Odisha
C00257,Aarav Sharma,Corporate,Raipur,Chhattisgarh
C00258,Ananya Gupta,Consumer,Patna,Bihar
C00259,Sanjay Iyer,Corporate,Bhubaneswar,Odisha
C00260,Priya Kumar,Premium,Panaji,Goa
C00261,Arjun Iyer,Small Business,Vijayawada,Andhra Pradesh
C00262,Nikhil Yadav,Consumer,Kochi,Kerala
C00263,Priya Yadav,Small Business,Ahmedabad,Gujarat
C00264,Kavya Gupta,Consumer,Bhubaneswar,Odisha
C00265,Meera Iyer,Small Business,Hyderabad,Telangana
C00266,Manish Nair,Consumer,Bhubaneswar,Odisha
C00267,Manish Das,Small Business,Patna,Bihar
C00268,Sneha Reddy,Consumer,Indore,Madhya Pradesh
C00269,Meera Verma,Premium,Panaji,Goa
C00270,Nikhil Gupta,Small Business,Bengaluru,Karnataka
C00271,Sanjay Iyer,Consumer,Raipur,Chhattisgarh
C00272,Vikram Nair,Corporate,Panaji,Goa
C00273,Ananya Sharma,Premium,Ahmedabad,Gujarat
C00274,Sneha Verma,Consumer,Jaipur,Rajasthan
C00275,Kiran Rao,Consumer,Ahmedabad,Gujarat
C00276,Vikram Kumar,Corporate,Panaji,Goa
C00277,Vikram Sharma,Consumer,Bengaluru,Karnataka
C00278,Arjun Reddy,Small Business,Ranchi,Jharkhand
C00279,Sanjay Rao,Consumer,Jaipur,Rajasthan
C00280,Nikhil Kumar,Corporate,Mumbai,Maharashtra
C00281,Priya Verma,Consumer,Hyderabad,Telangana
C00282,Aarav Verma,Premium,Vijayawada,Andhra Pradesh
C00283,Pooja Iyer,Consumer,Vijayawada,Andhra Pradesh
C00284,Rahul Singh,Consumer,New Delhi,Delhi
C00285,Ishita Singh,Premium,Mumbai,Maharashtra
C00286,Aditya Naidu,Premium,Indore,Madhya Pradesh
C00287,Nikhil Nair,Consumer,Ahmedabad,Gujarat
C00288,Manish Singh,Corporate,Hyderabad,Telangana
C00289,Vivaan Mishra,Corporate,Panaji,Goa
C00290,Ananya Joshi,Consumer,Indore,Madhya Pradesh
C00291,Rohan Verma,Small Business,Hyderabad,Telangana
C00292,Kiran Nair,Small Business,Chennai,Tamil Nadu
C00293,Rohan Mishra,Consumer,Bhubaneswar,Odisha
C00294,Aditya Mehta,Small Business,Ahmedabad,Gujarat
C00295,Rahul Nair,Consumer,Bengaluru,Karnataka
C00296,Rahul Yadav,Consumer,Raipur,Chhattisgarh
C00297,Rohan Kumar,Consumer,Ahmedabad,Gujarat
C00298,Pooja Gupta,Consumer,Indore,Madhya Pradesh
C00299,Rahul Yadav,Small Business,Kochi,Kerala
C00300,Neha Mishra,Consumer,Kolkata,West Bengal
C00301,Sneha Das,Consumer,Lucknow,Uttar Pradesh
C00302,Rohan Kumar,Premium,Vijayawada,Andhra Pradesh
C00303,Sanjay Sharma,Consumer,Hyderabad,Telangana
C00304,Rohan Verma,Corporate,Bhubaneswar,Odisha
C00305,Sneha Mishra,Consumer,Panaji,Goa
C00306,Kiran Kumar,Premium,Panaji,Goa
C00307,Priya Mishra,Consumer,Hyderabad,Telangana
C00308,Kiran Joshi,Consumer,Ranchi,Jharkhand
C00309,Rohan Mishra,Consumer,Chennai,Tamil Nadu
C00310,Arjun Yadav,Consumer,Bengaluru,Karnataka
C00311,Kavya Reddy,Consumer,Raipur,Chhattisgarh
C00312,Sneha Joshi,Consumer,New Delhi,Delhi
C00313,Nikhil Kumar,Small Business,Indore,Madhya Pradesh
C00314,Kiran Verma,Consumer,Patna,Bihar
C00315,Manish Iyer,Consumer,Patna,Bihar
C00316,Manish Rao,Small Business,Ahmedabad,Gujarat
C00317,Kavya Sharma,Small Business,Ludhiana,Punjab
C00318,Ravi Patel,Premium,Bhubaneswar,Odisha
C00319,Ananya Singh,Consumer,Lucknow,Uttar Pradesh
C00320,Neha Naidu,Consumer,Ludhiana,Punjab
C00321,Vivaan Gupta,Consumer,Indore,Madhya Pradesh
C00322,Ananya Kumar,Corporate,New Delhi,Delhi
C00323,Kiran Kumar,Consumer,New Delhi,Delhi
C00324,Ananya Das,Consumer,Raipur,Chhattisgarh
C00325,Pooja Iyer,Consumer,Mumbai,Maharashtra
C00326,Kavya Naidu,Consumer,Jaipur,Rajasthan
C00327,Arjun Reddy,Small Business,Jaipur,Rajasthan
C00328,Neha Sharma,Consumer,Kolkata,West Bengal
C00329,Sanjay Das,Premium,Mumbai,Maharashtra
C00330,Priya Joshi,Corporate,Bhubaneswar,Odisha
C00331,Vikram Rao,Consumer,Kochi,Kerala
C00332,Meera Das,Consumer,Ranchi,Jharkhand
C00333,Neha Kumar,Consumer,Raipur,Chhattisgarh
C00334,Meera Yadav,Consumer,Kolkata,West Bengal
C00335,Kavya Gupta,Consumer,Kochi,Kerala
C00336,Priya Verma,Consumer,Ahmedabad,Gujarat
C00337,Vivaan Rao,Corporate,Patna,Bihar
C00338,Meera Iyer,Consumer,Kolkata,West Bengal
C00339,Vikram Mehta,Small Business,Indore,Madhya Pradesh
C00340,Manish Mishra,Consumer,Kochi,Kerala
C00341,Pooja Kumar,Consumer,Raipur,Chhattisgarh
C00342,Ishita Kumar,Consumer,Chennai,Tamil Nadu
C00343,Pooja Yadav,Consumer,Mumbai,Maharashtra
C00344,Nikhil Joshi,Small Business,Raipur,Chhattisgarh
C00345,Nikhil Nair,Consumer,Bhubaneswar,Odisha
C00346,Vikram Iyer,Consumer,Jaipur,Rajasthan
C00347,Nikhil Joshi,Corporate,Kolkata,West Bengal
C00348,Sneha Sharma,Consumer,Panaji,Goa
C00349,Sanjay Naidu,Consumer,Kolkata,West Bengal
C00350,Arjun Yadav,Small Business,Jaipur,Rajasthan
C00351,Vikram Mishra,Consumer,Mumbai,Maharashtra
C00352,Ananya Iyer,Consumer,Lucknow,Uttar Pradesh
C00353,Rahul Gupta,Premium,Patna,Bihar
C00354,Vikram Mishra,Premium,Raipur,Chhattisgarh
C00355,Meera Naidu,Small Business,Bengaluru,Karnataka
C00356,Aditya Verma,Consumer,Bhubaneswar,Odisha
C00357,Rahul Nair,Consumer,Kolkata,West Bengal
C00358,Vikram Singh,Corporate,Ludhiana,Punjab
C00359,Ananya Singh,Small Business,Ahmedabad,Gujarat
C00360,Rohan Mishra,Consumer,Kochi,Kerala
C00361,Aarav Sharma,Small Business,Ahmedabad,Gujarat
C00362,Aditya Mishra,Consumer,Ahmedabad,Gujarat
C00363,Ishita Nair,Consumer,Kolkata,West Bengal
C00364,Priya Naidu,Consumer,Chennai,Tamil Nadu
C00365,Arjun Sharma,Corporate,Ranchi,Jharkhand
C00366,Sanjay Yadav,Premium,Panaji,Goa
C00367,Vivaan Naidu,Small Business,Ludhiana,Punjab
C00368,Rahul Singh,Small Business,Chennai,Tamil Nadu
C00369,Pooja Verma,Small Business,Vijayawada,Andhra Pradesh
C00370,Neha Kumar,Consumer,Chennai,Tamil Nadu
C00371,Neha Patel,Corporate,Lucknow,Uttar Pradesh
C00372,Ishita Iyer,Premium,Lucknow,Uttar Pradesh
C00373,Nikhil Sharma,Consumer,Bengaluru,Karnataka
C00374,Pooja Das,Premium,Lucknow,Uttar Pradesh
C00375,Vikram Singh,Consumer,Mumbai,Maharashtra
C00376,Rahul Sharma,Corporate,New Delhi,Delhi
C00377,Kiran Rao,Small Business,Bhubaneswar,Odisha
C00378,Manish Mishra,Consumer,Patna,Bihar
C00379,Vikram Patel,Small Business,Panaji,Goa
C00380,Arjun Verma,Small Business,Bhubaneswar,Odisha
C00381,Aditya Nair,Consumer,Vijayawada,Andhra Pradesh
C00382,Vikram Kumar,Corporate,Indore,Madhya Pradesh
C00383,Vivaan Joshi,Consumer,Mumbai,Maharashtra
C00384,Vivaan Gupta,Small Business,Bengaluru,Karnataka
C00385,Aarav Rao,Small Business,Hyderabad,Telangana
C00386,Vikram Kumar,Consumer,Ludhiana,Punjab
C00387,Sanjay Singh,Corporate,Hyderabad,Telangana
C00388,Priya Mishra,Consumer,Patna,Bihar
C00389,Kiran Joshi,Consumer,Panaji,Goa
C00390,Vikram Mehta,Consumer,Bhubaneswar,Odisha
C00391,Ishita Das,Consumer,Lucknow,Uttar Pradesh
C00392,Ananya Patel,Consumer,New Delhi,Delhi
C00393,Ishita Naidu,Consumer,Ludhiana,Punjab
C00394,Vikram Kumar,Consumer,Chennai,Tamil Nadu
C00395,Ravi Sharma,Premium,Bengaluru,Karnataka
C00396,Sanjay Kumar,Corporate,Panaji,Goa
C00397,Ananya Yadav,Small Business,Kochi,Kerala
C00398,Nikhil Naidu,Small Business,Panaji,Goa
C00399,Arjun Nair,Corporate,New Delhi,Delhi
C00400,Manish Singh,Small Business,Kochi,Kerala
C00401,Neha Das,Small Business,Bengaluru,Karnataka
C00402,Kiran Das,Consumer,Lucknow,Uttar Pradesh
C00403,Aarav Yadav,Consumer,Lucknow,Uttar Pradesh
C00404,Kavya Singh,Consumer,Jaipur,Rajasthan
C00405,Ishita Reddy,Corporate,Vijayawada,Andhra Pradesh
C00406,Arjun Gupta,Consumer,Patna,Bihar
C00407,Sneha Kumar,Corporate,Chennai,Tamil Nadu
C00408,Kavya Iyer,Consumer,Mumbai,Maharashtra
C00409,Aarav Sharma,Small Business,Ahmedabad,Gujarat
C00410,Ishita Iyer,Consumer,Kochi,Kerala
C00411,Sanjay Reddy,Consumer,Indore,Madhya Pradesh
C00412,Ravi Yadav,Consumer,New Delhi,Delhi
C00413,Rahul Verma,Consumer,Ahmedabad,Gujarat
C00414,Vikram Iyer,Consumer,Jaipur,Rajasthan
C00415,Vivaan Gupta,Consumer,Raipur,Chhattisgarh
C00416,Sneha Kumar,Consumer,Kochi,Kerala
C00417,Sanjay Kumar,Consumer,Ludhiana,Punjab
C00418,Rahul Sharma,Consumer,Mumbai,Maharashtra
C00419,Rohan Yadav,Consumer,Ahmedabad,Gujarat
C00420,Ravi Yadav,Premium,Jaipur,Rajasthan
C00421,Vivaan Mehta,Consumer,Kolkata,West Bengal
C00422,Priya Nair,Consumer,Hyderabad,Telangana
C00423,Sanjay Naidu,Small Business,Kochi,Kerala
C00424,Pooja Joshi,Premium,Bhubaneswar,Odisha
C00425,Aarav Patel,Consumer,Panaji,Goa
C00426,Priya Naidu,Corporate,Panaji,Goa
C00427,Ravi Yadav,Premium,Raipur,Chhattisgarh
C00428,Vikram Verma,Consumer,Kochi,Kerala
C00429,Nikhil Naidu,Consumer,Mumbai,Maharashtra
C00430,Ishita Nair,Consumer,Ahmedabad,Gujarat
C00431,Vikram Patel,Consumer,Ludhiana,Punjab
C00432,Ishita Mishra,Corporate,Kochi,Kerala
C00433,Kiran Iyer,Consumer,Jaipur,Rajasthan
C00434,Ravi Iyer,Premium,Panaji,Goa
C00435,Manish Das,Consumer,Patna,Bihar
C00436,Rohan Verma,Corporate,Panaji,Goa
C00437,Priya Singh,Corporate,Ahmedabad,Gujarat
C00438,Kiran Rao,Consumer,Ludhiana,Punjab
C00439,Kiran Joshi,Consumer,Hyderabad,Telangana
C00440,Sneha Das,Consumer,Hyderabad,Telangana
C00441,Rahul Mehta,Small Business,Indore,Madhya Pradesh
C00442,Sneha Singh,Small Business,Jaipur,Rajasthan
C00443,Manish Kumar,Corporate,Ranchi,Jharkhand
C00444,Nikhil Sharma,Premium,Jaipur,Rajasthan
C00445,Kiran Reddy,Corporate,Indore,Madhya Pradesh
C00446,Nikhil Sharma,Consumer,Raipur,Chhattisgarh
C00447,Pooja Yadav,Consumer,Raipur,Chhattisgarh
C00448,Vikram Das,Small Business,Jaipur,Rajasthan
C00449,Priya Patel,Consumer,Vijayawada,Andhra Pradesh
C00450,Neha Mehta,Consumer,New Delhi,Delhi
C00451,Sanjay Naidu,Corporate,Indore,Madhya Pradesh
C00452,Vivaan Singh,Consumer,Ahmedabad,Gujarat
C00453,Ishita Kumar,Corporate,Panaji,Goa
C00454,Rahul Naidu,Premium,New Delhi,Delhi
C00455,Sanjay Mishra,Corporate,Patna,Bihar
C00456,Nikhil Yadav,Consumer,Kochi,Kerala
C00457,Aditya Gupta,Consumer,Chennai,Tamil Nadu
C00458,Rahul Nair,Premium,Patna,Bihar
C00459,Kavya Yadav,Consumer,Bhubaneswar,Odisha
C00460,Aditya Gupta,Consumer,Panaji,Goa
C00461,Ishita Patel,Consumer,Indore,Madhya Pradesh
C00462,Meera Singh,Small Business,Indore,Madhya Pradesh
C00463,Aarav Naidu,Consumer,Hyderabad,Telangana
